OGF_ID,FIRE_DISTURBANCE_AREA_IDENT,FIRE_TYPE_CODE,FIRE_YEAR,FIRE_GENERAL_CAUSE_CODE,FIRE_RESPONSE_OBJ_CODE,FIRE_START_DATE,FIRE_OUT_DATE,FIRE_FINAL_SIZE,LOCATION_ACCURACY,BUSINESS_EFFECTIVE_DATE,GENERAL_COMMENTS,GEOMETRY_UPDATE_DATETIME,EFFECTIVE_DATETIME,SYSTEM_DATETIME,OBJECTID,SHAPEAREA,SHAPELEN
46000273,NIP53,IFR,2001,LTG,SUP,2001/06/09 00:00:00+00,2001/06/19 00:00:00+00,100,AC Accurate (to 10m),2002/04/01 00:00:00+00,Origin: GPS,,2002/09/18 14:27:03+00,2005/04/28 08:50:30+00,1,0,0
46000274,NIP39,IFR,2001,LTG,SUP,2001/06/09 00:00:00+00,2001/06/18 00:00:00+00,56,AC Accurate (to 10m),2002/04/01 00:00:00+00,Origin: GPS,,2002/09/18 14:27:03+00,2005/04/28 08:50:30+00,2,0,0
46000278,NIP52,IFR,2001,LTG,MON,2001/06/08 00:00:00+00,2001/06/20 00:00:00+00,200,RE Reliable (to 100m),2002/04/01 00:00:00+00,Origin: NTS50,,2002/09/18 14:27:03+00,2005/04/28 08:50:30+00,3,0,0
46000280,NIP40,IFR,2001,LTG,MON,2001/06/09 00:00:00+00,2001/06/20 00:00:00+00,225,RE Reliable (to 100m),2002/04/01 00:00:00+00,Origin: NTS50,,2002/09/18 14:27:03+00,2005/04/28 08:50:30+00,4,0,0
46000283,NIP35,IFR,2001,LTG,SUP,2001/06/09 00:00:00+00,2001/06/18 00:00:00+00,103,AC Accurate (to 10m),2002/04/01 00:00:00+00,Origin: GPS,,2002/09/18 14:27:03+00,2005/04/28 08:50:30+00,6,0,0
46000287,NIP24,IFR,2001,LTG,SUP,2001/06/09 00:00:00+00,2001/06/18 00:00:00+00,85,AC Accurate (to 10m),2002/04/01 00:00:00+00,Origin: GPS,,2002/09/18 14:27:03+00,2005/04/28 08:50:30+00,8,0,0
46000290,FOR2,IFR,2001,UNK,SUP,2001/04/29 00:00:00+00,2001/05/01 00:00:00+00,40,RE Reliable (to 100m),2002/04/01 00:00:00+00,Origin: NTS50,,2002/09/18 14:27:03+00,2005/04/28 08:50:30+00,9,0,0
46000292,KLK2,IFR,2001,RES,SUP,2001/04/29 00:00:00+00,2001/05/02 00:00:00+00,45,AC Accurate (to 10m),2002/04/01 00:00:00+00,Origin: GPS,,2002/09/18 14:27:03+00,2005/04/28 08:50:30+00,11,0,0
46000293,PEM3,IFR,2001,MIS,SUP,2001/04/25 00:00:00+00,2001/04/28 00:00:00+00,200,AC Accurate (to 10m),2002/04/01 00:00:00+00,Origin: GPS,,2002/09/18 14:27:03+00,2005/04/28 08:50:30+00,12,0,0
46000295,GTA1,OFR,2001,MIS,SUP,2001/08/04 00:00:00+00,2001/08/17 00:00:00+00,70,AC Accurate (to 10m),2002/04/01 00:00:00+00,Origin: GPS,,2002/09/18 14:27:03+00,2005/04/28 08:50:30+00,13,0,0
46002049,COC11,OFR,2002,LTG,MON,2002/07/08 00:00:00+00,2002/09/08 00:00:00+00,100,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NTS250,,2003/07/30 00:00:00+00,2005/04/28 08:50:30+00,15,0,0
46002048,COC10,OFR,2002,LTG,MON,2002/07/08 00:00:00+00,2002/09/08 00:00:00+00,600,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NTS250,,2003/07/30 00:00:00+00,2005/04/28 08:50:30+00,16,0,0
46002057,SLK5,OFR,2002,LTG,MON,2002/06/27 00:00:00+00,2002/08/21 00:00:00+00,400,RE Reliable (to 100m),2003/04/01 00:00:00+00,Origin:NTS50,,2003/07/30 00:00:00+00,2005/04/28 08:50:30+00,17,0,0
46002058,SLK6,OFR,2002,LTG,MON,2002/07/15 00:00:00+00,2002/08/21 00:00:00+00,200,RE Reliable (to 100m),2003/04/01 00:00:00+00,Origin:NTS50,,2003/07/30 00:00:00+00,2005/04/28 08:50:30+00,18,0,0
46002059,SLK7,OFR,2002,LTG,MON,2002/07/15 00:00:00+00,2002/08/21 00:00:00+00,100,RE Reliable (to 100m),2003/04/01 00:00:00+00,Origin:NTS50,,2003/07/30 00:00:00+00,2005/04/28 08:50:30+00,19,0,0
46002052,RED1,OFR,2002,LTG,MON,2002/07/16 00:00:00+00,2002/09/10 00:00:00+00,3100,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:UTM80,,2003/07/30 00:00:00+00,2005/04/28 08:50:30+00,20,0,0
46002053,SLK1,OFR,2002,LTG,MON,2002/06/25 00:00:00+00,2003/08/21 00:00:00+00,2600,RE Reliable (to 100m),2003/04/01 00:00:00+00,Origin:NTS50,,2003/07/30 00:00:00+00,2005/04/28 08:50:30+00,21,0,0
46002056,SLK4,OFR,2002,LTG,MON,2002/06/27 00:00:00+00,2002/08/21 00:00:00+00,400,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NTS250,,2003/07/30 00:00:00+00,2005/04/28 08:50:30+00,22,0,0
46002060,SLK8,OFR,2002,LTG,MON,2002/07/15 00:00:00+00,2002/08/14 00:00:00+00,150,RE Reliable (to 100m),2003/04/01 00:00:00+00,Origin:NTS50,,2003/07/30 00:00:00+00,2005/04/28 08:50:30+00,23,0,0
46002038,SLK25,IFR,2002,LTG,SUP,2002/06/30 00:00:00+00,2002/09/04 00:00:00+00,27500,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NTS250,,2003/07/30 00:00:00+00,2005/04/28 08:50:30+00,24,0,0
46000115,COC6,OFR,2000,LTG,MON,2000/08/05 00:00:00+00,2000/09/26 00:00:00+00,550,AP Approximate (to 500m),2001/04/01 00:00:00+00,Origin:NTS250,,2001/10/17 17:40:27+00,2005/04/28 08:50:30+00,25,0,0
46000114,COC4,OFR,2000,LTG,MON,2000/08/02 00:00:00+00,2000/09/26 00:00:00+00,500,AP Approximate (to 500m),2001/04/01 00:00:00+00,Origin:NTS250,,2001/10/17 17:40:27+00,2005/04/28 08:50:30+00,26,0,0
46000134,SLK13,IFR,2000,LTG,MON,2000/07/30 00:00:00+00,2000/08/18 00:00:00+00,50,RE Reliable (to 100m),2001/04/01 00:00:00+00,Origin:NTS50,,2001/10/17 17:40:27+00,2005/04/28 08:50:30+00,27,0,0
46000127,NIP26,IFR,2000,LTG,MON,2000/07/31 00:00:00+00,2000/08/27 00:00:00+00,120,RE Reliable (to 100m),2001/04/01 00:00:00+00,Origin:NTS50,,2001/10/17 17:40:27+00,2005/04/28 08:50:30+00,28,0,0
46000124,NIP19,IFR,2000,LTG,MON,2000/07/23 00:00:00+00,2000/09/07 00:00:00+00,750,RE Reliable (to 100m),2001/04/01 00:00:00+00,Origin:NTS50,,2001/10/17 17:40:27+00,2005/04/28 08:50:30+00,29,0,0
46000125,NIP24,IFR,2000,LTG,MON,2000/07/30 00:00:00+00,2000/08/27 00:00:00+00,120,RE Reliable (to 100m),2001/04/01 00:00:00+00,Origin:NTS50,,2001/10/17 17:40:27+00,2005/04/28 08:50:30+00,30,0,0
46000136,SLK18,IFR,2000,LTG,MON,2000/07/31 00:00:00+00,2000/08/18 00:00:00+00,78,RE Reliable (to 100m),2001/04/01 00:00:00+00,Origin:NTS50,,2001/10/17 17:40:27+00,2005/04/28 08:50:30+00,31,0,0
46000113,COC13,IFR,2000,LTG,MON,2000/06/16 00:00:00+00,2000/06/29 00:00:00+00,425,AP Approximate (to 500m),2001/04/01 00:00:00+00,Origin:NTS250,,2001/10/17 17:40:27+00,2005/04/28 08:50:30+00,32,0,0
46000131,RED12,IFR,2000,LTG,MON,2000/07/23 00:00:00+00,2000/09/14 00:00:00+00,221,RE Reliable (to 100m),2001/04/01 00:00:00+00,Origin:NTS50,,2001/10/17 17:40:27+00,2005/04/28 08:50:30+00,33,0,0
46000126,NIP25,IFR,2000,LTG,MON,2000/07/31 00:00:00+00,2000/08/26 00:00:00+00,80,RE Reliable (to 100m),2001/04/01 00:00:00+00,Origin:NTS50,,2001/10/17 17:40:27+00,2005/04/28 08:50:30+00,34,0,0
46000137,SLK6,IFR,2000,LTG,MON,2000/05/29 00:00:00+00,2000/06/15 00:00:00+00,125,RE Reliable (to 100m),2001/04/01 00:00:00+00,Origin:NTS50,,2001/10/17 17:40:27+00,2005/04/28 08:50:30+00,35,0,0
46000135,SLK16,IFR,2000,LTG,MON,2000/07/30 00:00:00+00,2000/08/18 00:00:00+00,100,RE Reliable (to 100m),2001/04/01 00:00:00+00,Origin:NTS50,,2001/10/17 17:40:27+00,2005/04/28 08:50:30+00,36,0,0
46000129,NIP44,IFR,2000,IDF,SUP,2000/10/19 00:00:00+00,2000/11/14 00:00:00+00,85,RE Reliable (to 100m),2001/04/01 00:00:00+00,Origin:NTS50,,2001/10/17 17:40:27+00,2005/04/28 08:50:30+00,37,0,0
46000116,DRY14,IFR,2000,RWY,SUP,2000/05/03 00:00:00+00,2000/05/16 00:00:00+00,63,AC Accurate (to 10m),2001/04/01 00:00:00+00,Origin:GPS,,2001/10/17 17:40:27+00,2005/04/28 08:50:30+00,38,0,0
46000121,HEA21,IFR,2000,IDF,SUP,2000/10/12 00:00:00+00,2000/11/14 00:00:00+00,40,RE Reliable (to 100m),2001/04/01 00:00:00+00,Origin:NTS50,,2001/10/17 17:40:27+00,2005/04/28 08:50:30+00,39,0,0
46000128,NIP42,IFR,2000,IDF,SUP,2000/10/19 00:00:00+00,2000/11/14 00:00:00+00,100,RE Reliable (to 100m),2001/04/01 00:00:00+00,Origin:NTS50,,2001/10/17 17:40:27+00,2005/04/28 08:50:30+00,40,0,0
46000119,FOR5,IFR,2000,INC,SUP,2000/04/27 00:00:00+00,2000/05/09 00:00:00+00,300,RE Reliable (to 100m),2001/04/01 00:00:00+00,Origin:NTS50,,2001/10/17 17:40:27+00,2005/04/28 08:50:30+00,41,0,0
46000118,FOR1,PB,2000,MIS,SUP,2000/10/12 00:00:00+00,2000/11/13 00:00:00+00,1200,RE Reliable (to 100m),2001/04/01 00:00:00+00,Origin:NTS50,,2001/10/17 17:40:27+00,2005/04/28 08:50:30+00,42,0,0
46000256,SLK6,OFR,2001,LTG,MON,2001/07/19 00:00:00+00,2001/08/13 00:00:00+00,150,AP Approximate (to 500m),2002/04/01 00:00:00+00,Origin: NTS250,,2002/09/18 14:27:03+00,2005/04/28 08:50:30+00,46,0,0
46000258,SLK5,OFR,2001,LTG,MON,2001/07/20 00:00:00+00,2001/08/13 00:00:00+00,80,"GE General (to 10,000m)",2002/04/01 00:00:00+00,Origin: BUFFER,,2002/09/18 14:27:03+00,2005/04/28 08:50:30+00,47,0,0
46000260,SLK3,OFR,2001,LTG,SUP,2001/07/15 00:00:00+00,2001/08/03 00:00:00+00,272,AC Accurate (to 10m),2002/04/01 00:00:00+00,Origin: GPS,,2002/09/18 14:27:03+00,2005/04/28 08:50:30+00,48,0,0
46000265,NIP54,IFR,2001,LTG,MON,2001/06/08 00:00:00+00,2001/06/20 00:00:00+00,60,RE Reliable (to 100m),2002/04/01 00:00:00+00,Origin: NTS50,,2002/09/18 14:27:03+00,2005/04/28 08:50:30+00,49,0,0
46000268,NIP73,IFR,2001,LTG,MON,2001/07/20 00:00:00+00,2001/08/12 00:00:00+00,2250,AC Accurate (to 10m),2002/04/01 00:00:00+00,Origin: GPS,,2002/09/18 14:27:03+00,2005/04/28 08:50:30+00,50,0,0
46000269,RED60,IFR,2001,LTG,MON,2001/07/20 00:00:00+00,2001/08/16 00:00:00+00,65,RE Reliable (to 100m),2002/04/01 00:00:00+00,Origin: NTS50,,2002/09/18 14:27:03+00,2005/04/28 08:50:30+00,51,0,0
46000276,SLK24,IFR,2001,LTG,MON,2001/06/09 00:00:00+00,2001/07/03 00:00:00+00,100,RE Reliable (to 100m),2002/04/01 00:00:00+00,Origin: NTS50,,2002/09/18 14:27:03+00,2005/04/28 08:50:30+00,52,0,0
46000277,SLK45,IFR,2001,LTG,MON,2001/07/19 00:00:00+00,2001/08/13 00:00:00+00,50,AC Accurate (to 10m),2002/04/01 00:00:00+00,Origin: GPS,,2002/09/18 14:27:03+00,2005/04/28 08:50:30+00,53,0,0
46000279,RED62,IFR,2001,LTG,MON,2001/07/18 00:00:00+00,2001/08/16 00:00:00+00,90,RE Reliable (to 100m),2002/04/01 00:00:00+00,Origin: NTS50,,2002/09/18 14:27:03+00,2005/04/28 08:50:30+00,54,0,0
46000281,COC5,IFR,2001,REC,MON,2001/05/15 00:00:00+00,2001/07/14 00:00:00+00,551,AC Accurate (to 10m),2002/04/01 00:00:00+00,Origin: GPS,,2002/09/18 14:27:03+00,2005/04/28 08:50:30+00,55,0,0
46000284,NIP22,IFR,2001,LTG,MON,2001/06/09 00:00:00+00,2001/06/27 00:00:00+00,300,RE Reliable (to 100m),2002/04/01 00:00:00+00,Origin: NTS50,,2002/09/18 14:27:03+00,2005/04/28 08:50:30+00,56,0,0
46000286,NIP26,IFR,2001,LTG,SUP,2001/06/09 00:00:00+00,2001/06/18 00:00:00+00,114,AC Accurate (to 10m),2002/04/01 00:00:00+00,Origin: GPS,,2002/09/18 14:27:03+00,2005/04/28 08:50:30+00,57,0,0
46000288,COC15,IFR,2001,LTG,SUP,2001/06/09 00:00:00+00,2001/06/20 00:00:00+00,220,AC Accurate (to 10m),2002/04/01 00:00:00+00,Origin: GPS,,2002/09/18 14:27:03+00,2005/04/28 08:50:30+00,58,0,0
46000289,NIP77,IFR,2001,LTG,SUP,2001/07/23 00:00:00+00,2001/08/01 00:00:00+00,70,RE Reliable (to 100m),2002/04/01 00:00:00+00,Origin: NTS50,,2002/09/18 14:27:03+00,2005/04/28 08:50:30+00,59,0,0
46000294,PET1,OFR,2001,UNK,SUP,2001/07/27 00:00:00+00,2001/08/17 00:00:00+00,146,AC Accurate (to 10m),2002/04/01 00:00:00+00,Origin: GPS,,2002/09/18 14:27:03+00,2005/04/28 08:50:30+00,60,0,0
46002054,SLK2,OFR,2002,LTG,MON,2002/06/27 00:00:00+00,2002/07/12 00:00:00+00,90,RE Reliable (to 100m),2003/04/01 00:00:00+00,Origin:NTS50,,2003/07/30 00:00:00+00,2005/04/28 08:50:30+00,63,0,0
46002055,SLK3,OFR,2002,LTG,MON,2002/06/27 00:00:00+00,2002/07/12 00:00:00+00,100,RE Reliable (to 100m),2003/04/01 00:00:00+00,Origin:NTS50,,2003/07/30 00:00:00+00,2005/04/28 08:50:30+00,64,0,0
46002050,COC12,OFR,2002,LTG,MON,2002/07/08 00:00:00+00,2002/09/08 00:00:00+00,40,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NTS250,,2003/07/30 00:00:00+00,2005/04/28 08:50:30+00,65,0,0
46002033,SLK11,IFR,2002,UNK,SUP,2002/06/18 00:00:00+00,2002/07/05 00:00:00+00,258,RE Reliable (to 100m),2003/04/01 00:00:00+00,Origin:NTS50,,2003/07/30 00:00:00+00,2005/04/28 08:50:30+00,66,0,0
46001988,COC33,IFR,2002,LTG,MON,2002/07/08 00:00:00+00,2002/09/08 00:00:00+00,500,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NTS250,,2003/07/30 00:00:00+00,2005/04/28 08:50:30+00,67,0,0
46002034,SLK12,IFR,2002,RES,SUP,2002/06/18 00:00:00+00,2002/07/21 00:00:00+00,550,RE Reliable (to 100m),2003/04/01 00:00:00+00,Origin:NTS50,,2003/07/30 00:00:00+00,2005/04/28 08:50:30+00,68,0,0
46002042,SLK36,IFR,2002,LTG,MON,2002/07/06 00:00:00+00,2002/08/21 00:00:00+00,43,RE Reliable (to 100m),2003/04/01 00:00:00+00,Origin:NTS50,,2003/07/30 00:00:00+00,2005/04/28 08:50:30+00,69,0,0
46001986,COC31,IFR,2002,LTG,MON,2002/07/08 00:00:00+00,2002/09/08 00:00:00+00,100,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NTS250,,2003/07/30 00:00:00+00,2005/04/28 08:50:30+00,70,0,0
46000132,RED14,IFR,2000,LTG,PRO,2000/07/26 00:00:00+00,2000/08/25 00:00:00+00,2858,AC Accurate (to 10m),2001/04/01 00:00:00+00,Origin:GPS,,2001/10/17 17:40:27+00,2005/04/28 08:50:30+00,71,0,0
46000120,HEA11,IFR,2000,LTG,SUP,2000/07/28 00:00:00+00,2000/09/14 00:00:00+00,177,AC Accurate (to 10m),2001/04/01 00:00:00+00,Origin:GPS,,2001/10/17 17:40:27+00,2005/04/28 08:50:30+00,72,0,0
46000117,FOR1,IFR,2000,UNK,MON,2000/03/10 00:00:00+00,2000/03/16 00:00:00+00,60,RE Reliable (to 100m),2001/04/01 00:00:00+00,Origin:NTS50,,2001/10/17 17:40:27+00,2005/04/28 08:50:30+00,73,0,0
46000133,SAU8,IFR,2000,RES,SUP,2000/04/25 00:00:00+00,2000/05/08 00:00:00+00,40,AC Accurate (to 10m),2001/04/01 00:00:00+00,Origin:GPS,,2001/10/17 17:40:27+00,2005/04/28 08:50:30+00,75,0,0
46000111,AYL4,PB,2000,MIS,SUP,2000/04/27 00:00:00+00,2000/05/01 00:00:00+00,111,AC Accurate (to 10m),2001/04/01 00:00:00+00,Origin:GPS,,2001/10/17 17:40:27+00,2005/04/28 08:50:30+00,77,0,0
46000251,COC17,OFR,2001,LTG,MON,2001/06/09 00:00:00+00,2001/10/15 00:00:00+00,250,RE Reliable (to 100m),2002/04/01 00:00:00+00,Origin: NTS50,,2002/09/18 14:27:03+00,2005/04/28 08:50:30+00,78,0,0
46000253,COC14,OFR,2001,LTG,MON,2001/07/28 00:00:00+00,2001/09/25 00:00:00+00,300,AP Approximate (to 500m),2002/04/01 00:00:00+00,Origin: NTS250,,2002/09/18 14:27:03+00,2005/04/28 08:50:30+00,79,0,0
46000254,COC13,OFR,2001,LTG,MON,2001/07/28 00:00:00+00,2001/09/25 00:00:00+00,150,AP Approximate (to 500m),2002/04/01 00:00:00+00,Origin: NTS250,,2002/09/18 14:27:03+00,2005/04/28 08:50:30+00,80,0,0
46000255,COC12,OFR,2001,LTG,MON,2001/07/28 00:00:00+00,2001/09/25 00:00:00+00,2750,AP Approximate (to 500m),2002/04/01 00:00:00+00,Origin: NTS250,,2002/09/18 14:27:03+00,2005/04/28 08:50:30+00,81,0,0
46000264,RED61,IFR,2001,LTG,MON,2001/07/17 00:00:00+00,2001/08/16 00:00:00+00,110,RE Reliable (to 100m),2002/04/01 00:00:00+00,Origin: NTS50,,2002/09/18 14:27:03+00,2005/04/28 08:50:30+00,84,0,0
46000266,NIP55,IFR,2001,LTG,MON,2001/06/08 00:00:00+00,2001/06/20 00:00:00+00,110,RE Reliable (to 100m),2002/04/01 00:00:00+00,Origin: NTS50,,2002/09/18 14:27:03+00,2005/04/28 08:50:30+00,85,0,0
46000261,SLK44,IFR,2001,LTG,SUP,2001/07/20 00:00:00+00,2001/07/31 00:00:00+00,123,AC Accurate (to 10m),2002/04/01 00:00:00+00,Origin: GPS,,2002/09/18 14:27:03+00,2005/04/28 08:50:30+00,86,0,0
46000262,NIP72,IFR,2001,LTG,MON,2001/07/20 00:00:00+00,2001/08/12 00:00:00+00,382,AC Accurate (to 10m),2002/04/01 00:00:00+00,Origin: GPS,,2002/09/18 14:27:03+00,2005/04/28 08:50:30+00,87,0,0
46000263,SLK47,IFR,2001,LTG,SUP,2001/07/20 00:00:00+00,2001/08/01 00:00:00+00,100,AC Accurate (to 10m),2002/04/01 00:00:00+00,Origin: GPS,,2002/09/18 14:27:03+00,2005/04/28 08:50:30+00,88,0,0
46000267,NIP74,IFR,2001,LTG,MON,2001/07/20 00:00:00+00,2001/08/06 00:00:00+00,85,AC Accurate (to 10m),2002/04/01 00:00:00+00,Origin: GPS,,2002/09/18 14:27:03+00,2005/04/28 08:50:30+00,89,0,0
46000270,COC6,IFR,2001,LTG,MON,2001/05/20 00:00:00+00,2001/07/14 00:00:00+00,1700,AC Accurate (to 10m),2002/04/01 00:00:00+00,Origin: GPS,,2002/09/18 14:27:03+00,2005/04/28 08:50:30+00,90,0,0
46000271,SLK50,IFR,2001,LTG,MON,2001/07/20 00:00:00+00,2001/08/13 00:00:00+00,430,RE Reliable (to 100m),2002/04/01 00:00:00+00,Origin: NTS50,,2002/09/18 14:27:03+00,2005/04/28 08:50:30+00,91,0,0
46000272,COC9,IFR,2001,MIS,SUP,2001/06/04 00:00:00+00,2001/06/10 00:00:00+00,62,AC Accurate (to 10m),2002/04/01 00:00:00+00,Origin: GPS,,2002/09/18 14:27:03+00,2005/04/28 08:50:30+00,92,0,0
46000275,RED48,IFR,2001,LTG,PRO,2001/06/20 00:00:00+00,2001/08/16 00:00:00+00,115,RE Reliable (to 100m),2002/04/01 00:00:00+00,Origin: NTS50,,2002/09/18 14:27:03+00,2005/04/28 08:50:30+00,93,0,0
46001990,COC39,IFR,2002,LTG,MON,2002/08/07 00:00:00+00,2002/09/08 00:00:00+00,187,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NTS250,,2003/07/30 00:00:00+00,2005/04/28 08:50:30+00,95,0,0
46001981,COC19,IFR,2002,LTG,MON,2002/07/11 00:00:00+00,2002/08/31 00:00:00+00,62,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NTS250,,2003/07/30 00:00:00+00,2005/04/28 08:50:30+00,96,0,0
46001994,DRY10,IFR,2002,LTG,SUP,2002/05/31 00:00:00+00,2002/07/02 00:00:00+00,1113,AC Accurate (to 10m),2003/04/01 00:00:00+00,Origin:GPS,,2003/07/30 00:00:00+00,2005/04/28 08:50:30+00,97,0,0
46002006,NIP75,IFR,2002,LTG,SUP,2002/07/12 00:00:00+00,2002/10/03 00:00:00+00,10994,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NTS250,,2005/04/08 14:58:31+00,2005/05/13 11:55:04+00,98,0,0
46001996,NIP16,IFR,2002,LTG,PRO,2002/06/02 00:00:00+00,2002/07/24 00:00:00+00,2200,AC Accurate (to 10m),2003/04/01 00:00:00+00,Origin:GPS,,2003/07/30 00:00:00+00,2005/04/28 08:50:30+00,99,0,0
46000898,GER46,IFR,1980,LTG,NR,1980/06/27 00:00:00+00,1980/07/12 00:00:00+00,202,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,100,0,0
46001156,COC3,IFR,1988,REC,NR,1988/06/11 00:00:00+00,1988/06/20 00:00:00+00,605,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,101,0,0
46001105,GER33,IFR,1986,IDO,NR,1986/08/18 00:00:00+00,1986/09/24 00:00:00+00,387,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,104,0,0
46001346,SIO178,IFR,1989,LTG,MON,1989/08/12 00:00:00+00,1989/09/02 00:00:00+00,200,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,105,0,0
46001838,NIP138,IFR,1998,LTG,SUP,1998/07/07 00:00:00+00,1998/08/28 00:00:00+00,50,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,106,0,0
46001921,COC31,IFR,1999,LTG,MON,1999/08/29 00:00:00+00,1999/09/16 00:00:00+00,50,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NTS250,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,107,0,0
46001119,TER7,IFR,1986,RWY,NR,1986/05/21 00:00:00+00,1986/05/31 00:00:00+00,200,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,108,0,0
46001396,MOO10,IFR,1990,LTG,PRO,1990/07/26 00:00:00+00,1990/09/19 00:00:00+00,10100,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,109,0,0
46000944,CHA22,IFR,1981,IDF,NR,1981/07/22 00:00:00+00,1981/08/01 00:00:00+00,3521,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,110,0,0
46000939,THU53,IFR,1980,LTG,NR,1980/06/25 00:00:00+00,1980/08/03 00:00:00+00,2995,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,111,0,0
46001882,SLK140,IFR,1998,LTG,MON,1998/07/10 00:00:00+00,1998/08/04 00:00:00+00,250,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NR,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,112,0,0
46000818,KEN58,IFR,1977,LTG,NR,1977/06/02 00:00:00+00,1977/06/13 00:00:00+00,222,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NTS250,,2003/07/31 00:00:00+00,2005/04/28 08:50:30+00,113,0,0
46002009,NIP83,IFR,2002,LTG,MON,2002/07/14 00:00:00+00,2002/09/03 00:00:00+00,350,RE Reliable (to 100m),2003/04/01 00:00:00+00,Origin:NTS50,,2003/07/30 00:00:00+00,2005/04/28 08:50:30+00,114,0,0
46002040,SLK31,IFR,2002,LTG,MON,2002/07/05 00:00:00+00,2002/08/14 00:00:00+00,6000,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NTS250,,2003/07/30 00:00:00+00,2005/04/28 08:50:30+00,115,0,0
46002019,RED39,IFR,2002,LTG,MON,2002/07/12 00:00:00+00,2002/09/10 00:00:00+00,8914,AC Accurate (to 10m),2003/04/01 00:00:00+00,Origin:GPS,,2003/07/30 00:00:00+00,2005/04/28 08:50:30+00,116,0,0
46002020,RED40,IFR,2002,LTG,MON,2002/07/14 00:00:00+00,2002/08/07 00:00:00+00,532,RE Reliable (to 100m),2003/04/01 00:00:00+00,Origin:NTS50,,2003/07/30 00:00:00+00,2005/04/28 08:50:30+00,117,0,0
46002005,NIP61,IFR,2002,LTG,SUP,2002/07/11 00:00:00+00,2002/09/03 00:00:00+00,360,RE Reliable (to 100m),2003/04/01 00:00:00+00,Origin:NTS50,,2003/07/30 00:00:00+00,2005/04/28 08:50:30+00,118,0,0
46002022,RED47,IFR,2002,LTG,SUP,2002/07/13 00:00:00+00,2002/08/14 00:00:00+00,7269,AC Accurate (to 10m),2003/04/01 00:00:00+00,Origin:GPS,,2003/07/30 00:00:00+00,2005/04/28 08:50:30+00,119,0,0
46002029,RED62,IFR,2002,LTG,SUP,2002/07/16 00:00:00+00,2002/08/17 00:00:00+00,1647,RE Reliable (to 100m),2003/04/01 00:00:00+00,Origin:NTS50,,2003/07/30 00:00:00+00,2005/04/28 08:50:30+00,120,0,0
46001980,COC17,IFR,2002,LTG,MON,2002/06/25 00:00:00+00,2002/08/31 00:00:00+00,1966,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NTS250,,2003/07/30 00:00:00+00,2005/04/28 08:50:30+00,121,0,0
46001991,COC41,IFR,2002,LTG,MON,2002/07/14 00:00:00+00,2002/08/31 00:00:00+00,500,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NTS250,,2003/07/30 00:00:00+00,2005/04/28 08:50:30+00,122,0,0
46001983,COC26,IFR,2002,LTG,MON,2002/07/14 00:00:00+00,2002/08/31 00:00:00+00,187,AP Approximate (to 500m),2003/04/01 00:00:00+00,Origin:NTS250,,2003/07/30 00:00:00+00,2005/04/28 08:50:30+00,123,0,0
